analysis,variant,variant_role,instrument,repeat,outer_fold,evaluation_index_scope,method,wavelength_nm,linear_weight,functional_beta_common_1_over_650,intercept,training_y_mean,retained_processed_wavelength,training_x_mean_after_fixed_transform,processed_grid_size,status
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,726.0,-0.012316692359729958,-8.005850033824473,168.01942458929807,193.33653846153845,True,3.657439570512821,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,728.0,-0.017221900045853365,-11.194235029804688,168.01942458929807,193.33653846153845,True,3.6450921858974348,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,730.0,-0.02824790019894841,-18.361135129316466,168.01942458929807,193.33653846153845,True,3.6314843782051285,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,732.0,-0.034064203874037496,-22.14173251812437,168.01942458929807,193.33653846153845,True,3.618215794871793,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,734.0,-0.06699415680951507,-43.54620192618479,168.01942458929807,193.33653846153845,True,3.605047987179488,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,736.0,-0.0633787540571744,-41.19619013716336,168.01942458929807,193.33653846153845,True,3.5920030961538454,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,738.0,-0.08026683830674128,-52.17344489938183,168.01942458929807,193.33653846153845,True,3.5803022179487196,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,740.0,-0.08537230474069404,-55.49199808145113,168.01942458929807,193.33653846153845,True,3.5699581923076913,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,742.0,-0.08743153285963204,-56.830496358760826,168.01942458929807,193.33653846153845,True,3.5625340256410234,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,744.0,-0.08868835827099364,-57.647432876145864,168.01942458929807,193.33653846153845,True,3.5507546987179466,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,746.0,-0.09746806077317408,-63.354239502563146,168.01942458929807,193.33653846153845,True,3.5428094230769207,650,ok
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,748.0,-0.10561165338029119,-68.64757469718927,168.01942458929807,193.33653846153845,True,3.53604308974359,650,ok
