analysis,variant,variant_role,instrument,repeat,outer_fold,evaluation_index_scope,method,m,criterion,eligible,leading_eigenvalue_curve,pilot_gcv_curve,moment_residual_curve,update_norm_curve,valid_curve,basis_condition_curve,design_condition_curve,krylov_log10_column_norm_curve,orthogonality_defect_curve
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,11,0.0024428839092399267,True,5.9339156676468554e-05,0.00022257970516104534,0.0024428839092399267,1007.888275118442,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,12,0.001961255631182277,True,5.503783073018962e-05,0.0001916544054097956,0.001961255631182277,2429.327497701721,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,13,0.0017076042205381873,True,5.129015710292621e-05,0.00018319015822851114,0.0017076042205381873,1840.7923996998315,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,14,0.001510522573673631,True,4.722857345990364e-05,0.00018228844476472964,0.001510522573673631,2886.4594939312997,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,15,0.0014829038429598677,True,3.9433755460570755e-05,0.00018280086615095583,0.0014829038429598677,563.1491918156804,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,16,0.001352004806615086,True,3.69873087093834e-05,0.0001830618670323923,0.001352004806615086,2535.1873608525416,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,17,0.0012191712402069637,True,3.6488607941472514e-05,0.00018108336650308324,0.0012191712402069637,3696.463991819267,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,18,0.001070195241560091,True,3.4147227826944874e-05,0.00018082876228727615,0.001070195241560091,4990.543059727068,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,19,0.0009723324333495907,True,3.20743251183122e-05,0.00017423668447428392,0.0009723324333495907,4200.455611154693,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,20,0.0009704712672189816,True,3.088164196004941e-05,0.00017067640007347606,0.0009704712672189816,80.6400734865559,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,21,0.0009450512811068876,True,2.9148360655906984e-05,0.00014502937241151086,0.0009450512811068876,1381.8794942957018,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,22,0.0009385480072388834,True,2.7684425641095257e-05,0.00011190424004132841,0.0009385480072388834,359.55894404483024,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,1,1,development_combined,CG-FPLS-code,23,0.0008807213943765289,True,2.5111935512209112e-05,0.00011223078054405749,0.0008807213943765289,3096.4465413564635,,,,,
