analysis,variant,variant_role,instrument,repeat,outer_fold,evaluation_index_scope,method,status,error_type,error_message,selected_components,criterion_name,runtime_seconds,intercept,numerical_positive_rank,eigenvalue_threshold,pilot_components,threshold,threshold_reached,sigma2,moment_residual_m0,effective_dimension,selected_beyond_effective_dimension,selected_at_cap,path_cap,processed_grid_size,shared_fpcr_path_seconds,training_rmse,training_bias,coefficient_norm,coefficient_max_abs,prediction_finite,inner_fold_failures,inner_error_messages,selected_basis_condition,selected_design_condition,instability_flag,inner_effective_dimension_min,inner_effective_dimension_max,rank_breakdown,selected_orthogonality_defect,selected_eigenvalue,selected_spectral_condition
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,1,development_combined,Raw FPLS,ok,,,26,inner_cv_mse,0.250219291949179,113.10613126789008,,,,,,,,70.0,,False,70,650,,4.564443239097576,4.026408835973901e-14,21526.413569235887,3159.507605433464,True,0.0,,4503599627370496.0,4503599627370496.0,True,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,1,development_combined,Arnoldi FPLS,ok,,,5,inner_cv_mse,0.2576512919040397,110.63536744084202,,,,,,,,70.0,,False,70,650,,4.540318978724996,3.80778030189387e-14,21515.618295836877,3154.983491701938,True,0.0,,1.0000000000000004,11.084186422377115,False,70.0,70.0,False,3.572927024623308e-16,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,1,development_combined,FPCR,ok,,,10,response_gcv,0.032309917034581304,111.19830107086013,155.0,3.439148725533818e-15,,,,,,,,False,70,650,0.03138662502169609,4.714555319771177,4.882703927787355e-14,21503.25116799235,2836.6031633185717,True,,,,,,,,,,6.468014632081657e-05,368.405734271864
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,2,development_combined,CG-FPLS-code,ok,,,3,discrepancy_moment,0.03934683301486075,167.7648925765341,155.0,3.5560721350607666e-15,70.0,0.17992079652416926,True,7.568811723450494,1.3693504562206729,70.0,False,False,70,650,0.03038362500956282,5.279010699829899,8.471855695601195e-14,19134.789709574798,2951.2792686248804,True,,,,,,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,2,development_combined,Raw FPLS,ok,,,54,inner_cv_mse,0.24808424804359674,120.48220436203162,,,,,,,,70.0,,False,70,650,,4.145496611122281,1.1368683772161603e-13,21510.78731028927,3083.115859270096,True,0.0,,4503599627370496.0,4503599627370496.0,True,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,2,development_combined,Arnoldi FPLS,ok,,,6,inner_cv_mse,0.2565305429743603,106.80988831544485,,,,,,,,70.0,,False,70,650,,3.843774918745303,1.309949300029518e-13,23047.821746207428,3148.346208258816,True,0.0,,1.0000000000000004,20.712449617455963,False,70.0,70.0,False,3.6579130843256034e-16,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,2,development_combined,FPCR,ok,,,55,response_gcv,0.03122033301042393,67.19484847017462,155.0,3.5560721350607666e-15,,,,,,,,False,70,650,0.03038362500956282,2.9634842066096776,1.5140025985042134e-13,47866.09422781677,14413.746126451786,True,,,,,,,,,,5.864022490947308e-07,42016.64318854352
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,3,development_combined,CG-FPLS-code,ok,,,3,discrepancy_moment,0.040231541031971574,146.03161115390068,155.0,3.749660474006635e-15,70.0,0.1886942343360314,True,7.910691438062538,1.449952019227007,70.0,False,False,70,650,0.03142445802222937,5.660987393109389,3.406961322747147e-14,18758.632873650837,2759.2750144440884,True,,,,,,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,3,development_combined,Raw FPLS,ok,,,30,inner_cv_mse,0.23541425104485825,123.06183509647582,,,,,,,,70.0,,False,70,650,,4.243167486969043,3.552713678800501e-14,21803.94548245903,3073.767391771078,True,0.0,,4503599627370496.0,4503599627370496.0,True,,,,,,
development_repeated_nested_cv,primary_instrument1_full,primary,1,3,3,development_combined,Arnoldi FPLS,ok,,,5,inner_cv_mse,0.2529312929837033,122.67596876926703,,,,,,,,70.0,,False,70,650,,4.23862849486513,3.6073708123205084e-14,21803.217081858642,3073.5557651928475,True,0.0,,1.0000000000000007,11.515193641309715,False,70.0,70.0,False,2.469332452065424e-16,,
